Consequent	Antecedent 	Support %	Confidence %
tolazamide = No	number_diagnoses = 9 and gender = Female and number_outpatient = 0 and number_emergency = 0	18.401037674665407	99.99465983125066
tolazamide = No	number_diagnoses = 9 and gender = Female and metformin = No and number_outpatient = 0	17.349605958768155	99.99433620299048
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and glipizide = No	17.32307450425486	99.99432752850417
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and number_emergency = 0	17.13440638327143	99.99426506853243
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7	16.707937818131793	99.99411868493794
tolazamide = No	number_diagnoses = 9 and gender = Female and metformin = No and glipizide = No and number_emergency = 0	16.633256686909185	99.99409227860814
tolazamide = No	number_diagnoses = 9 and gender = Female and number_outpatient = 0 and glipizide = No and number_emergency = 0	16.335514808482205	99.99398460057748
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and number_outpatient = 0	16.098697010789458	99.99389611182323
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and metformin = No	15.88153214236582	99.99381264694964
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and number_emergency = 0	15.787198081874104	99.99377567533922
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0	15.723326061749503	99.99375039060058
tolazamide = No	number_diagnoses = 9 and gender = Female and metformin = No and number_outpatient = 0 and glipizide = No	15.613269657842501	99.99370633771791
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No	15.53072735491225	99.99367288832647
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female	15.473733860031839	99.99364958404774
tolazamide = No	number_diagnoses = 9 and gender = Female and metformin = No and number_outpatient = 0 and number_emergency = 0	15.341076587465361	99.99359467076607
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and glipizide = No	14.808482204272547	99.99336429993365
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and glipizide = No and number_emergency = 0	14.612935558044926	99.99327550265618
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and number_emergency = 0	14.300453982666117	99.99312856455714
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7	14.294558103885386	99.99312573039114
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and number_outpatient = 0 and number_emergency = 0	14.099994104121219	99.99303087323158
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and metformin = No	14.047913841558085	99.9930050363738
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and number_emergency = 0	13.981093882043119	99.99297160528535
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and glipizide = No and number_emergency = 0	13.963406245700922	99.9929627023223
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and glipizide = No	13.929013619479983	99.99294532627866
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	13.904447457893598	99.99293286219081
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and number_outpatient = 0 and glipizide = No	13.790460468132776	99.9928744477697
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and metformin = No	13.771790185327124	99.99286478772743
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and glipizide = No	13.76392901361948	99.9928607125009
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and glipizide = No	13.725605801544722	99.99284077892325
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and metformin = No and glipizide = No	13.661733781420121	99.9928073077753
tolazamide = No	number_diagnoses = 9 and gender = Female and change	13.607688225930076	99.99277874061237
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and number_outpatient = 0	13.50451034726726	99.99272356836208
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and metformin = No and number_emergency = 0	13.40919364031209	99.99267184522938
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and number_outpatient = 0	13.242143741524673	99.99257940041555
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and number_emergency = 0	13.149774973959868	99.99252727544463
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and metformin = No	13.054458267004698	99.99247271358675
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1	12.976829196391723	99.99242768438589
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and diabetesMed	12.887408368217281	99.99237514296607
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and metformin = No and number_emergency = 0	12.88151248943655	99.99237165306279
tolazamide = No	number_diagnoses = 9 and gender = Female and change and glipizide = No	12.857928974313621	99.9923576614444
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and metformin = No	12.834345459190693	99.99234361840594
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and number_emergency = 0	12.785213136017923	99.99231419568058
tolazamide = No	number_diagnoses = 9 and gender = Female and change and metformin = No	12.739028752235521	99.9922863313792
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7 and glipizide = No	12.720358469429868	99.99227500965624
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and glipizide = No and number_emergency = 0	12.68400055028202	99.99225286643942
tolazamide = No	number_diagnoses = 9 and gender = Female and diabetesMed and metformin = No and number_outpatient = 0	12.61816323723051	99.99221244451365
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and metformin = No and glipizide = No	12.598510307961403	99.99220029638873
tolazamide = No	number_diagnoses = 9 and gender = Female and discharge_disposition_id = 1	12.500245661615864	99.99213898278437
tolazamide = No	number_diagnoses = 9 and change	24.866851404201796	99.99209673595195
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and glipizide = No and number_emergency = 0	12.377414853683941	99.99206097173706
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and metformin = No and glipizide = No	12.3695536819763	99.992055926279
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and number_outpatient = 0	12.339091641609182	99.9920363144063
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and number_outpatient = 0 and number_emergency = 0	12.28406343965568	99.99200063994881
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and glipizide = No	12.22706994477527	99.99196335288917
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7 and number_emergency = 0	12.117996187331721	99.99189101524489
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and metformin = No	12.068863864158953	99.99185800358248
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and diabetesMed	12.041349763182202	99.99183939937978
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7 and metformin = No	12.028575359157283	99.99183073278327
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and metformin = No and number_outpatient = 0	12.016783601595819	99.99182271649359
tolazamide = No	number_diagnoses = 9 and gender = Female and change and metformin = No and glipizide = No	11.989269500619066	99.99180395049586
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and number_outpatient = 0 and glipizide = No	11.987304207692157	99.99180260677105
tolazamide = No	readmitted = >30 and gender = Female and admission_source_id = 7	11.856612228052592	99.99171224929555
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and diabetesMed and number_emergency = 0	11.834011359393118	99.99169642115751
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and diabetesMed and metformin = No	11.832046066466207	99.99169504194005
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and number_outpatient = 0 and number_emergency = 0	11.785861682683803	99.99166249791563
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and metformin = No and number_emergency = 0	11.766208753414697	99.9916485719058
tolazamide = No	number_diagnoses = 9 and gender = Female and change and number_emergency = 0	11.757364935243599	99.99164229001254
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and number_outpatient = 0 and glipizide = No	11.756382288780143	99.991641591441
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and diabetesMed	11.753434349389776	99.9916394950255
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and metformin = No and glipizide = No	11.745573177682134	99.99163389943946
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and metformin = No and number_emergency = 0	11.698406147436275	99.99160016799664
tolazamide = No	number_diagnoses = 9 and change and glipizide = No	23.385020537311085	99.9915959324313
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and glipizide = No and number_emergency = 0	11.68661438987481	99.99159169259228
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and number_outpatient = 0	11.685631743411355	99.99159098553649
tolazamide = No	num_procedures = 0 and number_diagnoses = 9 and gender = Female	11.68268380402099	99.99158886365548
tolazamide = No	number_diagnoses = 9 and change and metformin = No	23.3142699919423	99.99157042906516
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and metformin = No and glipizide = No	11.513668612306665	99.99146539216524
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and number_emergency = 0	11.427195723522592	99.99140080832402
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7 and number_outpatient = 0	11.426213077059137	99.99140006879945
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and metformin = No and number_outpatient = 0	11.339740188275062	99.99133448873484
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and metformin = No and glipizide = No	11.3191046125425	99.99131869085858
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and glipizide = No and number_emergency = 0	11.270954935833185	99.99128160418483
tolazamide = No	gender = Male and number_diagnoses = 9 and change	11.25916317827172	99.99127247338104
tolazamide = No	admission_type_id = 1 and readmitted = NO and change and number_inpatient = 0 and number_emergency = 0	11.254249945954445	99.99126866323233
tolazamide = No	number_diagnoses = 9 and gender = Female and discharge_disposition_id = 1 and glipizide = No	11.129453845095611	99.991170757549
tolazamide = No	number_diagnoses = 9 and gender = Female and change and glipizide = No and number_emergency = 0	11.113731501680325	99.99115826702034
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and metformin = No and number_emergency = 0	11.085234754240119	99.99113553762965
tolazamide = No	number_diagnoses = 9 and gender = Female and change and metformin = No and number_emergency = 0	11.038067723994262	99.99109765868424
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and number_outpatient = 0 and glipizide = No	10.990900693748404	99.99105945462674
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and diabetesMed and glipizide = No	10.987952754358037	99.99105705598284
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and number_outpatient = 0 and number_emergency = 0	10.95552542106401	99.99103058570276
tolazamide = No	number_diagnoses = 9 and change and metformin = No and glipizide = No	21.83243912505159	99.99099828967503
tolazamide = No	time_in_hospital = 3 and discharge_disposition_id = 1	10.910323683745062	99.99099342520039
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and diabetesMed and number_emergency = 0	10.87887899691449	99.99096739228615
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and metformin = No and number_outpatient = 0	10.871017825206847	99.99096086052607
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and admission_source_id = 7 and diabetesMed	10.868069885816482	99.99095840867993
tolazamide = No	number_diagnoses = 9 and change and number_emergency = 0	21.714521549436945	99.99094940718616
tolazamide = No	time_in_hospital = 4 and metformin = No	10.848416956547373	99.9909420289855
tolazamide = No	number_diagnoses = 9 and gender = Female and change and number_outpatient = 0	10.830729320205176	99.99092723643622
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and glipizide = No and number_emergency = 0	10.77275317886131	99.99087840919456
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and diabetesMed and number_emergency = 0	10.727551441542362	99.99083997435193
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and metformin = No and number_emergency = 0	10.652870310319754	99.99077575869386
tolazamide = No	admission_source_id = 1 and gender = Male and metformin = No	10.602755340683528	99.99073215940686
tolazamide = No	number_diagnoses = 9 and gender = Female and discharge_disposition_id = 1 and number_emergency = 0	10.592928876048974	99.99072356215213
tolazamide = No	number_diagnoses = 9 and change and discharge_disposition_id = 1 and number_outpatient = 0	10.577206532633689	99.99070977331847
tolazamide = No	gender = Male and number_diagnoses = 9 and change and metformin = No	10.575241239706779	99.99070804683144
tolazamide = No	readmitted = >30 and admission_type_id = 1 and gender = Female	10.55558831043767	99.99069074660211
tolazamide = No	gender = Male and number_diagnoses = 9 and change and glipizide = No	10.527091562997464	99.99066554653226
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and diabetesMed and number_outpatient = 0	10.464202189336321	99.99060944689641
tolazamide = No	number_inpatient = 1 and gender = Female	10.43865338128648	99.99058646333427
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and metformin = No and number_outpatient = 0	10.408191340919364	99.9905589123867
tolazamide = No	readmitted = >30 and gender = Female and admission_source_id = 7 and glipizide = No	10.380677239942614	99.99053388867853
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and number_outpatient = 0 and glipizide = No	10.367902835917693	99.99052222538148
tolazamide = No	admission_source_id = 1 and change and discharge_disposition_id = 1	10.364954896527328	99.99051952976868
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and admission_source_id = 7 and metformin = No	10.312874633964192	99.99047165316817
tolazamide = No	num_procedures = 0 and number_diagnoses = 9 and gender = Female and glipizide = No	10.312874633964192	99.99047165316817
tolazamide = No	number_diagnoses = 9 and gender = Female and change and number_outpatient = 0 and glipizide = No	10.264724957254877	99.99042695768715
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and gender = Female	10.252933199693414	99.99041594786276
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and diabetesMed and glipizide = No	10.247037320912682	99.9904104334484
tolazamide = No	number_diagnoses = 9 and gender = Female and admission_source_id = 7 and diabetesMed and metformin = No	10.227384391643575	99.99039200614912
tolazamide = No	number_diagnoses = 9 and gender = Female and discharge_disposition_id = 1 and metformin = No	10.220505866399387	99.99038553985193
tolazamide = No	number_diagnoses = 9 and change and glipizide = No and number_emergency = 0	20.42921997523731	99.99037999037998
tolazamide = No	number_diagnoses = 9 and change and metformin = No and number_emergency = 0	20.393844702552915	99.99036330345957
tolazamide = No	number_diagnoses = 9 and gender = Female and change and metformin = No and number_outpatient = 0	10.17530412908044	99.99034282955094
tolazamide = No	number_diagnoses = 9 and gender = Female and discharge_disposition_id = 1 and number_outpatient = 0	10.130102391761492	99.99029973809293
tolazamide = No	number_diagnoses = 9 and metformin = No	40.508617809484505	99.99029691441879
tolazamide = No	num_procedures = 2 and metformin = No	10.116345341273117	99.99028654686741
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and discharge_disposition_id = 1	10.094727119077099	99.9902657451572
tolazamide = No	number_diagnoses = 9 and gender = Female and number_inpatient = 0 and diabetesMed and number_outpatient = 0	10.070160957490714	99.99024199843872
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and metformin = No and number_outpatient = 0 and number_emergency = 0	10.051490674685063	99.9902238733014
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and gender = Female and diabetesMed and glipizide = No	10.043629502977419	99.99021622150475
tolazamide = No	number_inpatient = 1 and change	10.041664210050508	99.99021430668364
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and diabetesMed and metformin = No and glipizide = No	10.026924513098677	99.99019992159937
tolazamide = No	number_diagnoses = 9 and change and number_outpatient = 0	19.932000864728888	99.99014001183198
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No	19.856337087042824	99.99010243974861
tolazamide = No	number_diagnoses = 9 and readmitted = NO and glipizide = No and number_emergency = 0	19.203859835308453	99.98976615668013
tolazamide = No	number_diagnoses = 9 and change and metformin = No and glipizide = No and number_emergency = 0	19.10854312835328	99.9897151085056
tolazamide = No	number_diagnoses = 9 and change and number_outpatient = 0 and glipizide = No	18.82161036102431	99.98955831680067
tolazamide = No	number_diagnoses = 9 and change and metformin = No and number_outpatient = 0	18.729241593459506	99.98950682056663
tolazamide = No	readmitted = >30 and number_diagnoses = 9	18.5730008057701	99.9894185492831
tolazamide = No	number_diagnoses = 9 and metformin = No and glipizide = No	36.09260460271603	99.98910971957528
tolazamide = No	number_diagnoses = 9 and change and number_outpatient = 0 and number_emergency = 0	18.027632018552364	99.98909844107708
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and number_emergency = 0	17.908731796474264	99.98902606310014
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and glipizide = No	17.830120079397833	99.9889776798016
tolazamide = No	number_diagnoses = 9 and change and metformin = No and number_outpatient = 0 and glipizide = No	17.618851089754926	99.9888455103179
tolazamide = No	number_diagnoses = 9 and metformin = No and number_emergency = 0	34.80533773558949	99.98870694522869
tolazamide = No	number_diagnoses = 9 and change and number_outpatient = 0 and glipizide = No and number_emergency = 0	17.022384686437515	99.9884546556601
tolazamide = No	number_diagnoses = 9 and change and metformin = No and number_outpatient = 0 and number_emergency = 0	16.954582080459094	99.988408484989
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0	16.874987716919208	99.98835381121528
tolazamide = No	readmitted = >30 and gender = Female and glipizide = No	16.793428060452413	99.98829724985372
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and number_outpatient = 0	16.707937818131793	99.9882373698759
tolazamide = No	number_diagnoses = 9 and discharge_disposition_id = 1	24.98083839396262	99.98819919754544
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_outpatient = 0 and glipizide = No and number_emergency = 0	16.499616767879253	99.98808885712585
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and glipizide = No	16.20875341469646	99.98787511367081
tolazamide = No	number_diagnoses = 9 and metformin = No and number_outpatient = 0	32.32022482951084	99.98783861846707
tolazamide = No	number_diagnoses = 9 and number_inpatient = 0 and metformin = No	24.181946819173398	99.98780933804706
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and glipizide = No and number_emergency = 0	16.10066230371637	99.98779371376258
tolazamide = No	admission_type_id = 1 and gender = Female and change	16.099679657252914	99.98779296875
tolazamide = No	number_diagnoses = 9 and discharge_disposition_id = 1 and number_inpatient = 0	16.080026727983807	99.98777804937669
tolazamide = No	number_diagnoses = 9 and change and admission_source_id = 7	15.827486586875775	99.9875830384305
tolazamide = No	admission_type_id = 1 and gender = Female and metformin = No	23.559931607806142	99.9874874874875
tolazamide = No	number_diagnoses = 9 and metformin = No and glipizide = No and number_emergency = 0	30.994634750309537	99.98731849597362
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and number_outpatient = 0 and number_emergency = 0	15.3754692136863	99.98721799706014
tolazamide = No	number_diagnoses = 9 and change and number_inpatient = 0	15.327319536976985	99.98717784331325
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and number_emergency = 0	15.308649254171334	99.98716220553308
tolazamide = No	number_diagnoses = 9 and admission_type_id = 1 and change	15.28997897136568	99.98714652956299
tolazamide = No	admission_type_id = 1 and gender = Female and change and glipizide = No	15.178939920995225	99.98705250210396
tolazamide = No	number_diagnoses = 9 and readmitted = NO and metformin = No and number_outpatient = 0 and glipizide = No	15.034490890867284	99.98692810457517
tolazamide = No	number_diagnoses = 9 and diabetesMed and metformin = No	29.878348367824227	99.98684470170362
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and glipizide = No	14.912642729398817	99.9868212967844
tolazamide = No	admission_type_id = 1 and gender = Female and change and metformin = No	14.898885678910442	99.98680912808337
tolazamide = No	number_diagnoses = 9 and change and admission_source_id = 7 and metformin = No	14.885128628422068	99.98679693688935
tolazamide = No	number_diagnoses = 9 and change and admission_source_id = 7 and glipizide = No	14.883163335495157	99.98679519345042
tolazamide = No	readmitted = >30 and number_diagnoses = 9 and diabetesMed	14.874319517324059	99.9867873422739
tolazamide = No	number_diagnoses = 9 and number_inpatient = 0 and metformin = No and number_emergency = 0	22.140990114576578	99.98668560269839
tolazamide = No	number_diagnoses = 9 and discharge_disposition_id = 1 and number_inpatient = 0 and number_emergency = 0	14.71414814378083	99.98664351542675
tolazamide = No	number_diagnoses = 9 and readmitted = NO and number_inpatient = 0 and number_outpatient = 0	14.670911699388794	99.98660415271266
tolazamide = No	number_diagnoses = 9 and discharge_disposition_id = 1 and glipizide = No	21.94642611481241	99.98656756514731
